customer_number,offer_accepted,reward,mailer_type,income_level,bank_accounts_open,overdraft_protection,credit_rating,credit_cards_held,homes_owned,household_size,own_your_home,average_balance,q1_balance,q2_balance,q3_balance,q4_balance,customers_balance_view
15215,No,Air Miles,Postcard,High,1,No,Medium,2,1,5,No,287.75,33.0,304.0,448.0,366.0,Q2
15216,No,Points,Postcard,Medium,1,No,Medium,3,2,4,Yes,142.5,163.0,95.0,147.0,165.0,Q1
15217,No,Points,Postcard,Medium,2,No,Medium,2,1,3,No,870.5,181.0,405.0,1226.0,1670.0,Q2
15218,No,Air Miles,Letter,Medium,1,No,Low,2,1,4,Yes,1151.25,1718.0,865.0,1232.0,790.0,Q3
15219,No,Air Miles,Postcard,Low,3,No,Medium,3,1,3,No,930.75,1793.0,1076.0,786.0,68.0,Q2
15220,No,Points,Postcard,Medium,2,No,High,2,2,4,Yes,1106.0,1671.0,1636.0,525.0,592.0,Q3
15221,No,Cash Back,Postcard,Medium,1,No,High,2,2,3,No,867.5,870.0,976.0,875.0,749.0,Q2
15222,No,Points,Postcard,Medium,1,No,Medium,1,1,3,No,1063.75,380.0,1068.0,950.0,1857.0,Q3
15223,No,Cash Back,Postcard,Medium,2,Yes,High,1,1,4,Yes,214.0,202.0,141.0,25.0,488.0,Q1
15224,No,Cash Back,Letter,Low,1,No,High,1,1,4,No,1713.75,1628.0,1659.0,1958.0,1610.0,Q4
15225,No,Cash Back,Letter,High,1,No,High,1,1,2,No,984.75,1865.0,1350.0,681.0,43.0,Q3
15226,No,Cash Back,Letter,Low,1,No,Low,2,1,4,No,1390.0,892.0,1491.0,1905.0,1272.0,Q3
15227,No,Points,Postcard,Low,1,No,Medium,2,1,5,Yes,1176.0,467.0,998.0,1340.0,1899.0,Q3
15228,No,Points,Postcard,Low,1,Yes,Medium,1,1,3,No,865.5,944.0,935.0,707.0,876.0,Q2
15229,No,Points,Letter,Low,1,No,Low,2,1,2,Yes,1002.75,1326.0,1565.0,802.0,318.0,Q3
15230,No,Air Miles,Postcard,High,1,No,Low,3,1,2,Yes,1296.25,900.0,1548.0,1490.0,1247.0,Q3
15231,No,Cash Back,Letter,High,1,No,High,1,2,3,No,1190.25,1267.0,832.0,2000.0,662.0,Q3
15232,No,Cash Back,Letter,High,1,Yes,Medium,3,1,3,No,336.75,421.0,273.0,385.0,268.0,Q2
15233,No,Points,Letter,Low,1,Yes,High,4,1,3,No,163.5,443.0,129.0,59.0,23.0,Q1
15234,Yes,Air Miles,Postcard,Medium,2,No,Medium,1,1,4,Yes,628.75,518.0,511.0,840.0,646.0,Q2
15235,No,Points,Letter,Medium,1,No,Medium,1,2,3,No,909.5,37.0,1306.0,845.0,1450.0,Q2
15236,No,Air Miles,Letter,High,1,No,High,1,1,4,Yes,1346.25,1971.0,1551.0,828.0,1035.0,Q3
15237,No,Points,Letter,Medium,1,No,Low,1,2,2,Yes,1079.25,362.0,1361.0,1955.0,639.0,Q3
15238,No,Cash Back,Postcard,High,1,No,High,4,1,4,No,745.25,851.0,789.0,794.0,547.0,Q2
15239,Yes,Air Miles,Postcard,High,1,Yes,High,2,2,5,Yes,784.75,430.0,600.0,1553.0,556.0,Q2
15240,No,Air Miles,Letter,Low,1,No,Medium,1,2,5,No,960.75,1897.0,1255.0,584.0,107.0,Q3
15241,No,Points,Postcard,Medium,1,No,Medium,2,1,3,Yes,894.0,1330.0,1084.0,911.0,251.0,Q2
15242,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,3,Yes,329.25,480.0,422.0,89.0,326.0,Q2
15243,No,Air Miles,Postcard,Medium,1,No,High,2,1,5,Yes,780.75,69.0,759.0,859.0,1436.0,Q2
15244,No,Points,Letter,Low,2,No,Low,2,1,4,No,680.0,1307.0,910.0,406.0,97.0,Q2
15245,No,Points,Letter,Medium,1,No,Low,3,1,4,No,890.75,1624.0,1381.0,534.0,24.0,Q2
15246,No,Points,Postcard,Low,1,No,Low,2,1,4,No,1635.75,1668.0,1584.0,1672.0,1619.0,Q3
15247,No,Cash Back,Letter,Low,1,No,Medium,3,1,4,No,1065.25,1686.0,1687.0,829.0,59.0,Q3
15248,No,Points,Letter,Medium,2,No,Low,1,1,4,No,337.25,30.0,388.0,473.0,458.0,Q2
15249,No,Points,Postcard,Low,2,No,Low,1,1,3,No,1215.5,2048.0,1321.0,1267.0,226.0,Q3
15250,No,Points,Letter,High,2,No,Medium,2,1,4,No,829.0,974.0,958.0,806.0,578.0,Q2
15251,No,Cash Back,Postcard,Medium,1,Yes,Low,2,1,3,Yes,939.0,1668.0,1093.0,865.0,130.0,Q2
15252,No,Air Miles,Letter,High,1,No,High,2,1,4,Yes,984.5,752.0,891.0,1260.0,1035.0,Q3
15253,No,Points,Letter,Medium,1,No,Low,4,1,3,Yes,1047.0,1835.0,1191.0,467.0,695.0,Q3
15254,No,Cash Back,Letter,Medium,1,No,High,1,1,3,Yes,1341.25,111.0,1367.0,2067.0,1820.0,Q3
15255,No,Points,Letter,Medium,1,No,High,1,1,5,Yes,1086.75,940.0,766.0,1228.0,1413.0,Q3
15256,No,Air Miles,Postcard,High,1,Yes,High,3,2,3,Yes,1155.5,1100.0,1176.0,1070.0,1276.0,Q3
15257,No,Cash Back,Letter,Medium,1,Yes,Low,3,1,4,Yes,1014.75,1966.0,1417.0,622.0,54.0,Q3
15258,No,Air Miles,Letter,Medium,1,No,High,2,1,4,Yes,209.75,54.0,40.0,461.0,284.0,Q1
15259,No,Cash Back,Postcard,Medium,1,No,Low,2,1,2,No,1139.25,481.0,1143.0,838.0,2095.0,Q3
15260,No,Air Miles,Letter,Medium,1,No,High,2,1,3,No,2320.5,2502.0,2445.0,2012.0,2323.0,Q4
15261,Yes,Air Miles,Postcard,High,1,No,Medium,3,1,2,Yes,1056.75,837.0,1228.0,1480.0,682.0,Q3
15262,No,Points,Postcard,Medium,1,No,Low,1,1,1,Yes,1111.5,340.0,1070.0,1299.0,1737.0,Q3
15263,No,Air Miles,Postcard,High,1,No,High,3,1,5,No,1026.25,2148.0,805.0,964.0,188.0,Q3
15264,No,Points,Letter,Medium,2,No,Medium,2,1,5,Yes,142.5,299.0,152.0,83.0,36.0,Q1
15265,No,Points,Postcard,Low,1,No,High,1,1,4,Yes,793.0,884.0,662.0,764.0,862.0,Q2
15266,No,Cash Back,Postcard,Medium,1,Yes,Medium,2,1,5,Yes,1107.25,370.0,461.0,1433.0,2165.0,Q3
15267,No,Points,Letter,Medium,1,No,Low,1,1,6,Yes,1637.5,1263.0,1671.0,1874.0,1742.0,Q3
15268,No,Air Miles,Postcard,High,1,No,Medium,2,1,4,Yes,817.25,1252.0,1005.0,833.0,179.0,Q2
15269,Yes,Cash Back,Letter,Low,1,No,Low,1,2,5,No,1000.75,880.0,966.0,812.0,1345.0,Q3
15270,No,Air Miles,Postcard,Medium,1,No,High,1,1,4,Yes,939.75,1748.0,1382.0,543.0,86.0,Q2
15271,No,Air Miles,Letter,Medium,2,No,High,3,2,3,Yes,257.5,188.0,452.0,291.0,99.0,Q2
15272,No,Air Miles,Postcard,High,1,No,High,2,1,5,Yes,1094.25,1615.0,1615.0,907.0,240.0,Q3
15273,No,Air Miles,Postcard,Medium,1,No,Medium,3,2,4,No,1195.0,1971.0,1298.0,856.0,655.0,Q3
15274,No,Cash Back,Letter,High,1,No,High,2,1,3,No,1058.5,574.0,662.0,893.0,2105.0,Q3
15275,No,Air Miles,Postcard,Low,1,Yes,High,3,1,3,Yes,1018.5,1683.0,1440.0,774.0,177.0,Q3
15276,No,Cash Back,Letter,High,1,No,Medium,2,1,6,Yes,731.75,899.0,597.0,897.0,534.0,Q2
15277,No,Points,Postcard,Low,1,No,Low,2,1,4,No,987.5,1606.0,1187.0,990.0,167.0,Q3
15278,No,Points,Letter,High,1,No,Medium,2,1,3,Yes,1340.75,2015.0,1733.0,601.0,1014.0,Q3
15279,No,Points,Postcard,Low,2,No,High,1,1,4,No,871.5,1532.0,1093.0,718.0,143.0,Q2
15280,No,Points,Letter,Low,1,No,Medium,3,1,4,Yes,1120.0,1419.0,1529.0,684.0,848.0,Q3
15281,No,Cash Back,Postcard,High,1,Yes,Low,3,1,2,No,1011.75,511.0,902.0,1374.0,1260.0,Q3
15282,No,Cash Back,Postcard,Medium,1,No,Low,3,1,4,No,225.5,437.0,107.0,242.0,116.0,Q1
15283,No,Cash Back,Letter,Medium,2,No,Medium,1,1,4,Yes,261.5,62.0,79.0,408.0,497.0,Q2
15284,No,Cash Back,Postcard,High,1,No,Low,2,1,3,Yes,1333.25,1955.0,1493.0,1330.0,555.0,Q3
15285,No,Cash Back,Postcard,Low,1,No,High,2,1,3,Yes,907.25,1789.0,1154.0,543.0,143.0,Q2
15286,No,Air Miles,Postcard,High,2,No,High,2,1,3,Yes,1094.75,588.0,412.0,1517.0,1862.0,Q3
15287,No,Air Miles,Letter,Medium,1,No,Medium,3,2,4,No,812.25,852.0,573.0,836.0,988.0,Q2
15288,No,Cash Back,Postcard,Medium,1,No,Low,2,2,5,Yes,1322.75,1814.0,1466.0,1252.0,759.0,Q3
15289,No,Cash Back,Letter,High,1,No,Medium,2,1,4,Yes,759.75,624.0,767.0,971.0,677.0,Q2
15290,No,Air Miles,Postcard,Medium,3,No,Medium,2,1,3,Yes,853.75,252.0,1232.0,1219.0,712.0,Q2
15291,No,Cash Back,Letter,Medium,1,No,Medium,2,2,3,No,939.25,1475.0,924.0,1058.0,300.0,Q2
15292,No,Air Miles,Letter,Medium,1,No,Low,1,1,4,Yes,953.5,479.0,1094.0,1756.0,485.0,Q3
15293,No,Cash Back,Postcard,Medium,1,No,High,1,2,2,No,1117.75,480.0,551.0,1404.0,2036.0,Q3
15294,No,Cash Back,Letter,High,1,No,High,3,1,3,Yes,1070.75,554.0,1297.0,1012.0,1420.0,Q3
15295,No,Points,Letter,Medium,1,No,High,1,1,2,Yes,1018.0,329.0,1555.0,1587.0,601.0,Q3
15296,No,Points,Postcard,Medium,1,Yes,Low,2,1,3,Yes,216.75,323.0,49.0,245.0,250.0,Q1
15297,No,Points,Letter,Medium,1,No,Low,2,2,4,No,664.75,631.0,553.0,566.0,909.0,Q2
15298,No,Air Miles,Letter,Medium,1,No,Low,2,1,4,No,1114.25,1372.0,1717.0,1229.0,139.0,Q3
15299,No,Air Miles,Letter,Low,2,No,Low,1,2,3,Yes,807.25,911.0,812.0,618.0,888.0,Q2
15300,No,Air Miles,Letter,Medium,1,No,Medium,2,1,4,Yes,1047.0,1578.0,1370.0,767.0,473.0,Q3
15301,No,Air Miles,Postcard,High,1,No,Medium,2,1,5,Yes,1093.0,903.0,481.0,1520.0,1468.0,Q3
15302,No,Cash Back,Letter,Low,1,No,Medium,4,1,2,Yes,182.0,338.0,33.0,201.0,156.0,Q1
15303,No,Air Miles,Postcard,High,1,Yes,High,2,1,3,No,705.25,550.0,958.0,620.0,693.0,Q2
15304,No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,No,1121.25,544.0,1307.0,1395.0,1239.0,Q3
15305,No,Air Miles,Letter,High,1,No,Low,2,1,4,No,762.5,681.0,853.0,569.0,947.0,Q2
15306,Yes,Air Miles,Postcard,Medium,1,No,Low,2,1,3,Yes,302.0,211.0,365.0,348.0,284.0,Q2
15307,No,Points,Postcard,Low,1,No,High,2,1,3,Yes,1022.75,1692.0,1467.0,904.0,28.0,Q3
15308,No,Air Miles,Postcard,High,2,No,High,3,1,4,Yes,1193.5,2143.0,1165.0,602.0,864.0,Q3
15309,No,Air Miles,Letter,Medium,1,No,Medium,3,1,3,No,1026.0,1849.0,1027.0,887.0,341.0,Q3
15310,No,Points,Letter,Low,2,No,High,2,1,4,No,1091.0,1681.0,1414.0,833.0,436.0,Q3
15311,No,Air Miles,Letter,High,1,No,Medium,2,1,4,Yes,190.0,216.0,267.0,20.0,257.0,Q1
15312,No,Cash Back,Letter,Medium,1,No,Low,2,1,3,No,715.25,724.0,845.0,727.0,565.0,Q2
15313,No,Air Miles,Postcard,Low,1,Yes,High,1,1,2,Yes,226.25,292.0,206.0,330.0,77.0,Q1
15314,Yes,Points,Letter,Medium,1,No,Medium,2,1,4,No,835.0,948.0,989.0,846.0,557.0,Q2
15315,No,Points,Letter,Medium,2,No,Low,1,1,3,Yes,791.25,521.0,943.0,719.0,982.0,Q2
15316,No,Cash Back,Letter,High,1,No,Medium,4,1,4,Yes,1463.5,1296.0,1707.0,987.0,1864.0,Q3
15317,No,Air Miles,Postcard,Medium,2,No,High,1,1,4,Yes,1043.5,535.0,1013.0,1384.0,1242.0,Q3
15318,No,Points,Postcard,Medium,2,No,Low,2,1,6,Yes,687.0,713.0,728.0,786.0,521.0,Q2
15319,No,Air Miles,Letter,Low,1,Yes,Medium,2,1,4,Yes,869.0,1564.0,1116.0,788.0,8.0,Q2
15320,No,Points,Postcard,Medium,1,Yes,High,1,1,3,Yes,127.0,90.0,245.0,31.0,142.0,Q1
15321,No,Air Miles,Postcard,Low,2,No,Medium,2,1,2,No,756.5,835.0,894.0,563.0,734.0,Q2
15322,No,Cash Back,Letter,High,2,No,Medium,1,1,2,No,1067.5,460.0,1472.0,1406.0,932.0,Q3
15323,No,Points,Letter,Medium,1,No,Low,3,1,3,Yes,808.0,596.0,666.0,1537.0,433.0,Q2
15324,No,Cash Back,Postcard,Low,2,No,High,2,1,6,Yes,1074.25,1868.0,945.0,1396.0,88.0,Q3
15325,No,Air Miles,Postcard,Medium,2,No,Low,1,1,4,Yes,1025.25,1710.0,1295.0,656.0,440.0,Q3
15326,No,Air Miles,Letter,Low,1,No,High,2,1,4,Yes,1062.0,147.0,1310.0,2090.0,701.0,Q3
15327,No,Air Miles,Letter,Medium,1,Yes,Medium,2,1,5,Yes,365.5,404.0,245.0,452.0,361.0,Q2
15328,No,Air Miles,Postcard,Medium,1,No,Low,4,1,2,Yes,1009.5,1749.0,1256.0,664.0,369.0,Q3
15329,No,Points,Letter,Medium,1,No,Low,1,1,4,Yes,1216.0,653.0,1344.0,1591.0,1276.0,Q3
15330,No,Points,Letter,Low,1,No,High,1,2,3,No,1045.75,931.0,1483.0,1349.0,420.0,Q3
15331,No,Air Miles,Letter,Medium,1,No,Low,2,1,2,No,1396.75,2045.0,1634.0,1171.0,737.0,Q3
15332,No,Air Miles,Letter,Medium,1,No,High,3,1,5,No,172.25,23.0,213.0,82.0,371.0,Q1
15333,No,Cash Back,Letter,Medium,1,No,High,1,1,3,No,1252.25,1541.0,1707.0,769.0,992.0,Q3
15334,No,Cash Back,Letter,Medium,1,No,High,3,2,2,No,1066.75,547.0,1360.0,1185.0,1175.0,Q3
15335,No,Cash Back,Postcard,Medium,1,No,High,1,1,5,Yes,211.75,157.0,122.0,299.0,269.0,Q1
15336,No,Air Miles,Postcard,Low,1,No,Low,1,1,4,Yes,931.5,1677.0,1370.0,630.0,49.0,Q2
15337,No,Points,Postcard,Low,1,No,High,3,1,4,Yes,1282.75,334.0,1024.0,1636.0,2137.0,Q3
15338,No,Cash Back,Letter,Medium,1,No,High,3,2,4,Yes,103.5,23.0,18.0,251.0,122.0,Q1
15339,No,Cash Back,Letter,Medium,1,No,Medium,3,1,3,Yes,1194.5,1698.0,960.0,1092.0,1028.0,Q3
15340,No,Air Miles,Postcard,High,1,No,Medium,3,1,1,No,1050.75,528.0,442.0,1988.0,1245.0,Q3
15341,No,Cash Back,Postcard,Low,2,No,High,3,1,5,Yes,1330.75,673.0,1485.0,1918.0,1247.0,Q3
15342,No,Cash Back,Letter,Low,2,No,Low,1,2,4,Yes,917.75,121.0,926.0,1482.0,1142.0,Q2
15343,No,Points,Postcard,Low,1,No,Low,1,1,4,No,743.75,660.0,802.0,686.0,827.0,Q2
15344,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,905.75,1648.0,1374.0,549.0,52.0,Q2
15345,No,Air Miles,Postcard,Low,2,No,Low,2,1,4,No,394.0,430.0,424.0,399.0,323.0,Q2
15346,No,Air Miles,Letter,Low,1,No,Medium,1,1,3,Yes,824.25,711.0,770.0,1381.0,435.0,Q2
15347,No,Cash Back,Postcard,Medium,1,No,Low,1,1,4,No,1113.25,1554.0,1455.0,975.0,469.0,Q3
15348,No,Cash Back,Postcard,High,1,No,High,3,1,5,Yes,347.0,327.0,496.0,151.0,414.0,Q2
15349,No,Cash Back,Letter,High,2,Yes,Low,1,1,3,Yes,812.25,940.0,707.0,614.0,988.0,Q2
15350,No,Air Miles,Letter,High,1,Yes,Low,1,2,2,Yes,1030.0,1827.0,1368.0,909.0,16.0,Q3
15351,Yes,Air Miles,Postcard,Low,1,No,Low,3,2,3,Yes,913.25,1504.0,1273.0,766.0,110.0,Q2
15352,No,Points,Postcard,Medium,1,No,Low,3,1,2,Yes,872.0,575.0,1014.0,1368.0,531.0,Q2
15353,No,Points,Letter,High,1,No,High,2,1,4,No,201.25,328.0,307.0,144.0,26.0,Q1
15354,No,Cash Back,Letter,Medium,1,Yes,Medium,3,1,4,Yes,1556.25,1084.0,1759.0,1837.0,1545.0,Q3
15355,No,Points,Postcard,Low,2,No,Medium,1,1,4,No,976.0,1869.0,1021.0,617.0,397.0,Q3
15356,No,Cash Back,Postcard,High,1,No,High,3,1,5,No,985.0,1671.0,1141.0,802.0,326.0,Q3
15357,No,Points,Letter,Low,1,No,High,3,1,2,No,1435.25,752.0,995.0,1795.0,2199.0,Q3
15358,No,Cash Back,Letter,Medium,1,No,Low,1,1,4,Yes,1146.75,902.0,1517.0,1660.0,508.0,Q3
15359,No,Air Miles,Letter,Medium,1,No,Low,1,2,4,Yes,890.5,1869.0,1143.0,514.0,36.0,Q2
15360,No,Points,Letter,Medium,1,No,High,1,1,4,No,247.0,377.0,462.0,145.0,4.0,Q2
15361,No,Air Miles,Postcard,Medium,2,Yes,High,2,1,2,Yes,157.0,37.0,43.0,219.0,329.0,Q1
15362,No,Air Miles,Letter,Medium,1,No,Medium,2,1,4,Yes,1132.75,1751.0,1366.0,991.0,423.0,Q3
15363,No,Points,Postcard,Medium,1,No,Low,2,1,6,No,214.0,202.0,164.0,264.0,226.0,Q1
15364,No,Cash Back,Letter,Low,1,No,Low,2,1,3,Yes,1260.25,639.0,1133.0,2080.0,1189.0,Q3
15365,No,Air Miles,Letter,Medium,1,No,Medium,3,1,4,Yes,1036.5,1933.0,1170.0,891.0,152.0,Q3
15366,No,Cash Back,Postcard,Medium,1,Yes,Low,3,1,2,No,93.25,217.0,42.0,108.0,6.0,Q1
15367,No,Air Miles,Letter,Medium,1,No,Medium,2,1,1,Yes,1205.0,1300.0,629.0,1795.0,1096.0,Q3
15368,No,Points,Letter,Low,1,No,Low,3,1,2,Yes,1010.25,1818.0,1203.0,613.0,407.0,Q3
15369,No,Cash Back,Letter,Low,1,No,Medium,1,2,4,No,1207.0,1433.0,1333.0,1231.0,831.0,Q3
15370,No,Air Miles,Letter,Medium,1,No,Low,2,1,3,No,1112.0,961.0,1297.0,1450.0,740.0,Q3
15371,No,Air Miles,Postcard,High,1,No,Medium,2,1,3,Yes,1193.25,2127.0,1471.0,411.0,764.0,Q3
15372,No,Points,Letter,Low,1,No,Medium,3,1,2,Yes,791.75,788.0,725.0,996.0,658.0,Q2
15373,Yes,Points,Postcard,Medium,2,No,Low,3,1,2,Yes,917.5,1688.0,1435.0,514.0,33.0,Q2
15374,No,Points,Postcard,Low,1,No,High,1,1,5,Yes,761.25,783.0,549.0,726.0,987.0,Q2
15375,No,Air Miles,Postcard,Low,1,Yes,Medium,3,1,4,Yes,1152.5,1311.0,1488.0,1153.0,658.0,Q3
15376,No,Air Miles,Letter,High,2,No,Medium,2,1,2,No,991.75,400.0,426.0,1735.0,1406.0,Q3
15377,No,Cash Back,Postcard,High,1,No,Low,3,1,4,Yes,1078.5,1886.0,1232.0,951.0,245.0,Q3
15378,No,Points,Postcard,Low,1,No,High,3,1,3,No,1279.5,1022.0,948.0,1147.0,2001.0,Q3
15379,No,Cash Back,Letter,Medium,2,No,High,2,1,5,No,721.0,787.0,987.0,557.0,553.0,Q2
15380,No,Cash Back,Postcard,Low,1,No,Low,2,1,4,Yes,1092.25,169.0,949.0,1915.0,1336.0,Q3
15381,No,Air Miles,Letter,Medium,2,Yes,High,1,1,4,Yes,159.5,140.0,56.0,93.0,349.0,Q1
15382,No,Points,Letter,Medium,2,No,Medium,4,1,4,Yes,1122.5,608.0,874.0,1558.0,1450.0,Q3
15383,No,Cash Back,Letter,High,2,No,Medium,2,1,4,Yes,1090.0,317.0,867.0,2078.0,1098.0,Q3
15384,Yes,Cash Back,Postcard,Low,2,No,High,3,2,4,Yes,1283.75,1185.0,1293.0,1472.0,1185.0,Q3
15385,No,Cash Back,Letter,Low,1,No,Medium,1,1,4,No,1078.75,668.0,1242.0,1067.0,1338.0,Q3
15386,No,Air Miles,Letter,High,1,No,Medium,2,2,4,Yes,1095.5,384.0,910.0,1718.0,1370.0,Q3
15387,No,Points,Letter,Medium,1,No,Low,2,1,3,Yes,1047.0,504.0,1038.0,1258.0,1388.0,Q3
15388,No,Points,Postcard,Medium,1,No,Medium,1,1,3,No,1564.5,1472.0,1563.0,2147.0,1076.0,Q3
15389,No,Air Miles,Postcard,High,1,No,High,1,1,3,Yes,753.5,895.0,631.0,849.0,639.0,Q2
15390,No,Points,Postcard,Low,1,No,Low,2,1,5,Yes,1010.0,1703.0,1351.0,628.0,358.0,Q3
15391,No,Air Miles,Letter,Low,1,No,Low,2,1,3,No,1098.25,1660.0,1481.0,866.0,386.0,Q3
15392,Yes,Cash Back,Postcard,Low,1,No,Low,1,1,4,Yes,1434.5,1057.0,1248.0,1772.0,1661.0,Q3
15393,No,Points,Letter,High,1,No,Low,2,2,5,No,1782.75,1994.0,1521.0,1872.0,1744.0,Q4
15394,No,Cash Back,Postcard,Low,2,Yes,High,2,2,4,Yes,844.25,848.0,677.0,867.0,985.0,Q2
15395,No,Cash Back,Letter,Medium,1,No,Medium,3,1,5,Yes,344.0,457.0,222.0,493.0,204.0,Q2
15396,No,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,1067.0,898.0,759.0,896.0,1715.0,Q3
15397,No,Air Miles,Postcard,High,1,No,Medium,1,2,2,Yes,243.5,392.0,135.0,350.0,97.0,Q2
15398,No,Points,Postcard,Medium,1,No,Low,2,1,3,Yes,1284.5,1179.0,555.0,2200.0,1204.0,Q3
15399,No,Air Miles,Postcard,Medium,3,No,Low,1,1,2,Yes,1873.0,1835.0,1915.0,1936.0,1806.0,Q4
15400,No,Air Miles,Postcard,Medium,1,No,Low,3,1,5,No,714.75,947.0,720.0,597.0,595.0,Q2
15401,Yes,Points,Postcard,Medium,1,No,Low,3,1,4,Yes,1064.75,374.0,491.0,1220.0,2174.0,Q3
15402,No,Cash Back,Postcard,Low,1,No,Medium,3,1,5,No,671.0,555.0,714.0,663.0,752.0,Q2
15403,No,Air Miles,Letter,Low,1,No,Low,3,1,3,Yes,289.5,270.0,376.0,252.0,260.0,Q2
15404,Yes,Cash Back,Letter,High,1,Yes,Low,2,1,4,Yes,956.75,875.0,1175.0,1204.0,573.0,Q3
15405,No,Points,Postcard,Medium,1,Yes,Medium,1,1,5,No,851.75,241.0,890.0,1866.0,410.0,Q2
15406,No,Points,Letter,Low,1,No,High,2,1,3,No,1867.25,1863.0,1763.0,1964.0,1879.0,Q4
15407,No,Air Miles,Postcard,High,2,No,High,3,1,3,Yes,893.0,1650.0,1169.0,578.0,175.0,Q2
15408,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,923.5,831.0,852.0,1538.0,473.0,Q2
15409,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,2,Yes,1119.0,1730.0,1152.0,651.0,943.0,Q3
15410,No,Air Miles,Postcard,Low,1,No,Medium,1,1,3,Yes,883.0,170.0,1364.0,1418.0,580.0,Q2
15411,No,Cash Back,Letter,Medium,2,No,Low,2,2,3,No,1090.0,134.0,1001.0,2184.0,1041.0,Q3
15412,No,Air Miles,Letter,Medium,1,No,Low,1,1,2,No,996.0,1903.0,1250.0,691.0,140.0,Q3
15413,No,Points,Letter,Low,1,No,Medium,1,1,4,No,917.75,1289.0,1537.0,558.0,287.0,Q2
15414,No,Air Miles,Postcard,Medium,2,No,Low,2,1,4,No,1133.0,2103.0,1464.0,915.0,50.0,Q3
15415,No,Cash Back,Letter,Low,1,No,Medium,3,1,5,Yes,1003.25,1882.0,1272.0,621.0,238.0,Q3
15416,No,Cash Back,Postcard,Medium,1,No,Low,2,1,2,Yes,1041.75,388.0,957.0,1547.0,1275.0,Q3
15417,No,Air Miles,Letter,Medium,1,Yes,Low,1,1,4,No,1121.5,1557.0,1604.0,1240.0,85.0,Q3
15418,Yes,Points,Postcard,Medium,2,No,Low,2,2,5,Yes,1148.25,891.0,520.0,2008.0,1174.0,Q3
15419,No,Points,Letter,Medium,1,No,Medium,1,2,4,Yes,1175.0,352.0,1378.0,1705.0,1265.0,Q3
15420,No,Cash Back,Letter,Medium,2,No,High,2,1,5,Yes,365.5,455.0,413.0,120.0,474.0,Q2
15421,No,Cash Back,Postcard,Medium,2,No,Medium,2,1,3,Yes,1119.0,2136.0,892.0,1298.0,150.0,Q3
15422,No,Air Miles,Postcard,Low,1,No,Medium,2,1,3,No,858.75,264.0,728.0,1034.0,1409.0,Q2
15423,No,Points,Letter,High,2,Yes,High,1,1,2,Yes,1074.75,1846.0,1627.0,749.0,77.0,Q3
15424,No,Points,Postcard,High,2,No,Medium,1,2,3,No,829.75,1473.0,817.0,718.0,311.0,Q2
15425,No,Points,Letter,Medium,1,No,Low,2,1,2,Yes,744.0,535.0,973.0,912.0,556.0,Q2
15426,No,Cash Back,Letter,Medium,1,No,Low,1,1,4,No,1201.75,696.0,1141.0,1158.0,1812.0,Q3
15427,No,Points,Letter,Medium,1,No,Low,3,1,1,No,1263.75,376.0,1618.0,1180.0,1881.0,Q3
15428,No,Cash Back,Letter,Low,1,No,Medium,1,1,2,Yes,1209.5,55.0,1047.0,1752.0,1984.0,Q3
15429,No,Cash Back,Letter,Medium,1,Yes,Medium,1,1,2,Yes,1467.5,681.0,1698.0,1702.0,1789.0,Q3
15430,No,Cash Back,Postcard,Low,1,Yes,High,2,1,2,Yes,259.0,305.0,161.0,354.0,216.0,Q2
15431,No,Air Miles,Postcard,High,1,No,High,1,1,4,No,1030.75,1639.0,1007.0,585.0,892.0,Q3
15432,No,Cash Back,Letter,Medium,1,No,High,2,1,3,No,729.75,926.0,629.0,576.0,788.0,Q2
15433,No,Cash Back,Letter,Low,2,No,Low,1,1,2,No,1237.25,820.0,1365.0,2070.0,694.0,Q3
15434,No,Points,Letter,High,1,No,Low,2,2,1,Yes,1242.75,970.0,1210.0,1886.0,905.0,Q3
15435,No,Cash Back,Postcard,High,1,Yes,Low,1,1,5,Yes,1752.75,1382.0,1717.0,2032.0,1880.0,Q4
15436,No,Cash Back,Letter,High,1,No,Medium,2,1,2,No,973.75,1698.0,1470.0,715.0,12.0,Q3
15437,No,Air Miles,Postcard,Low,1,Yes,High,1,1,5,Yes,763.5,583.0,558.0,970.0,943.0,Q2
15438,No,Cash Back,Letter,High,1,No,Low,3,1,4,Yes,241.0,216.0,434.0,13.0,301.0,Q2
15439,No,Cash Back,Postcard,Medium,1,No,High,1,1,4,Yes,752.5,764.0,791.0,816.0,639.0,Q2
15440,No,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,1053.0,414.0,859.0,1399.0,1540.0,Q3
15441,No,Air Miles,Postcard,High,1,No,Low,1,1,6,Yes,883.25,1752.0,1067.0,519.0,195.0,Q2
15442,No,Points,Letter,Medium,1,Yes,Medium,1,1,2,Yes,1189.5,608.0,1343.0,1005.0,1802.0,Q3
15443,No,Cash Back,Postcard,Medium,1,No,High,2,1,5,Yes,730.0,992.0,674.0,594.0,660.0,Q2
